character,line,gender,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"We create our own demons. Who said that? What does that even mean? Doesn't matter, I said it cause he said it. So now he was famous and that's basically get said by two well known guys. I don't, uh...",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,I'm gonna start again. Let's track this from the beginning.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HAPPY HOGAN,Half hour till the ball drops.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Hey, do you want...?",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
PARTY GUEST,"Tony Stark? Great speech, man!",NEUTRAL,happy,sad,disgusted,angry,fearful,neutral,surprised
HAPPY HOGAN,"I got you, pal.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,I gave a speech? How was it?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HAPPY HOGAN,Pitiful,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MAYA HANSEN,Unintelligible.,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Really?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MAYA HANSEN,Mmm-hmm.,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"It's my favorite kind, a winning combo.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MAYA HANSEN,Where are we going?,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Uh, to town on each other, probably back in your room. Cause I also wanna see your research.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MAYA HANSEN,"Okay, you can see my research, but that's...I'm not gonna show you my ""town.""",FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HO YINSEN,Mr. Stark,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Oh, I finally met a man called ""Ho.""",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HO YINSEN,"I would like to introduce you to our guest, Dr. Wu.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Oh, this guy.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HO YINSEN,Mr. Stark.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Hey.  You're a heart doctor. She's going to need a cardiologist after I...,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MAYA HANSEN,Bye.,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HO YINSEN,Perhaps another time.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"It started in Bern, Switzerland, 1999.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
ALDRICH KILLIAN,Mr. Stark!,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,I never thought they'd come back to bite me. Why would they?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
ALDRICH KILLIAN,"Oh, wow! Hey, Tony! Aldrich Killian. I'm a big fan of your work!",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MAYA HANSEN,My work?,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Who isn't? He means me.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
ALDRICH KILLIAN,"Well, of course. But, Miss Hansen, my organization has been tracking your research since year two of MIT.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HAPPY HOGAN,"Yeah, we're full.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Oh, wow. He made it. He made the cut.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HAPPY HOGAN,"What floor are you going to, pal?",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
ALDRICH KILLIAN,"Oh, now, that is an appropriate question. The ground floor, actually. I've got a proposal I'm putting together with myself. It's a privately funded think tank called, Advanced Idea Mechanics.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Uh... she'll take both.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MAYA HANSEN,Okay.,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,One to throw away and one to not call.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
ALDRICH KILLIAN,"Advanced Idea Mechanics, or AIM for short. Do you get it?",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"I see that, cause it's on your t-shirt.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
ALDRICH KILLIAN,Aw!,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Ladies, follow the mullet. Ladies first.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MAYA HANSEN,"Thank you, I'll call you.",FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,I'm titillated by the notion of working with you.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
ALDRICH KILLIAN,Yeah?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Yeah, cheese clown. I'll see you up on the roof in five minutes.  I'm just going to try to get my beef wet real quick. You know what I'm talkin' about?",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
ALDRICH KILLIAN,I'll see you up there.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Damn betcha.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Come on! I thought that was just a theory.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MAYA HANSEN,"Well, it was. If I'm right, we can access the area of the brain that governs repair...",FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Wow.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MAYA HANSEN,...And chemically recode it.,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,That's incredible. Essentially you're hacking into the genetic...,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
BOTH,...Genetic operating system...,NEUTRAL,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,...of a...,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MAYA HANSEN,Exactly.,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,...living organism.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MAYA HANSEN,Yes.,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Wow.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MAYA HANSEN,Is that... Can you...,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HAPPY HOGAN,What?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MAYA HANSEN,Can you not touch my plant. It's not...she doesn't like it. She prefers...,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,She's not like the others. Come on. Let's go in the bedroom. Happy...,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MAYA HANSEN,"That's cute, but...",FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Leave her ficus alone.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MAYA HANSEN,"Because... and, no, seriously don't.",FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,And you're starting with plants?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MAYA HANSEN,"For now, yeah.",FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Huh.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MAYA HANSEN,I'm calling it Extremis.,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MAYA HANSEN,"Well, it's...",FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
BOTH,Human application.,NEUTRAL,happy,sad,disgusted,angry,fearful,neutral,surprised
MAYA HANSEN,Exactly! Exactly.,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MAYA HANSEN,Dendritic revitalization.,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,It's revolutionary.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MAYA HANSEN,Disease prevention...,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Changes the world.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MAYA HANSEN,...even limb regrowth.,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,You're the most gifted woman I've ever met.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MAYA HANSEN,Wow.,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,In Switzerland.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MAYA HANSEN,"Hmm, that's better. Aw, you're seeing things.",FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,This week.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"You almost bought it, didn't you?",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MAYA HANSEN,"This is what I'm talking about, the glitch.",FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Have you checked the telomerase algorithm?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MAYA HANSEN,The what?,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HAPPY HOGAN,"Down! Stay down! Stay down, boss.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,We're good.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HAPPY HOGAN,Stay down.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,You're...you're right on me. I made it.  What the hell was that?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HAPPY HOGAN,What was that?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MAYA HANSEN,It's a glitch in my work. It's...,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,She was just talking about it. Glitches happening.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HAPPY HOGAN,It's not Y2K.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MAYA HANSEN,No.,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Hey!,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HAPPY HOGAN,Happy New Year.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Happy New Year.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MAYA HANSEN,Happy New Year.,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Alright, I'll see you in the morning, goodnight.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HAPPY HOGAN,You good?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Yep.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HAPPY HOGAN,I'll be right outside.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Okay.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"So why am I telling you this? Because I had just created demons, and I didn't even know it.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Yeah, those were the good times. Then I moved on. After a brief soiree in an Afghan cave, I said goodbye to the party scene. Forgot that night in Switzerland. These days I'm a changed man, I'm different now. I'm well... you know who I am.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Ow!,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
JARVIS,"Sir, please may I request just a few hours to calibrate...",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,No. Forty-eight.  Ah! Micro-repeater implanting sequence complete.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
JARVIS,"As you wish, sir. I've also prepared a safety briefing for you to entirely ignore.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Which I will. Right, let's do this.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Dummy. Hi, Dummy. How did you get that cap on your head? You earned it.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Hey. Hey! What are you doing round in the corner? You know what you did. Blood on my mat, handle it.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
JARVIS,"Sir, may I remind you that you've been awake for nearly seventy-two hours.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Focus up, ladies. Good evening, and welcome to the birthing suite. I'm pleased to announce the imminent arrival of your bouncing, bad-ass, baby brother.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Start tight and go wide, stamp in time. Mark 42 autonomous prehensile propulsion suit test. Initialize sequence.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Jarvis, drop my needle.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Crap.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Alright, I think we got this. Send 'em all.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Probably a little fast, slow it down. Slow it down just a...",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,...little bit.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,"Cool it, will you, Jarvis?",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,Come on. I ain't scared of you.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,I'm the best.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
JARVIS,"As always, sir, a great pleasure watching you work.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,And I guess seventy-two hours isn't a long time between siesta's. Didn't think it could get any worse. Then I had to go and turn on the TV.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TONY STARK,That's when he happened.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
ALDRICH KILLIAN,"Some people call me a terrorist, I consider myself a teacher. America, ready for another lesson. In 1864 in Sand Creek Colorado the U.S. military waited till the friendly Cheyenne braves all gone hunting, waited to attack and slaughter their families left behind, and claim their land. Thirty-nine hours ago the Ali Al Salem Air Base in Kuwait was attacked. I...I...I did that. A quaint military church filled with wives and children, of course. The soldiers were out on maneuvers, the braves were away. President Ellis, you continue to resist my attempts to educate you, sir. And now, you've missed me again. You know who I am, you don't know where I am, and you'll never see me coming.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
NEWS REPORTER,"And now that we seem to be back, let's recap some of the frightening...",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
