character,line,gender,happy,sad,disgusted,angry,fearful,neutral,surprised
THE OTHER,"The Tesseract has awakened. It is on a little world, a human world. They would wield its power.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
THE OTHER,But our ally knows its workings as they never will. He is ready to lead. And our force...,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
THE OTHER,"...our Chitauri, will follow. The world will be his...the universe, yours. And the humans, what can they do but burn?",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
INTERCOM VOICE,"All personnel, evacuation order has been confirmed. Proceed to your designated vehicles...",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
INTERCOM VOICE,...for all campus evacuation.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
INTERCOM VOICE,This is not a drill. Emergency personnel proceed to your designated vehicles for all campus evacuation.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
NICK FURY,How bad is it?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
PHIL COULSON,"That’s the problem, sir. We don’t know.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
PHIL COULSON,Doctor Selvig read an...,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
PHIL COULSON,...energy surge from the Tesseract four hours ago.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
NICK FURY,NASA didn’t authorize Selvig could go to test B.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
PHIL COULSON,He wasn’t testing it. He wasn’t even in the room. Spontaneous event.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MARIA HILL,It just turned itself on?,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
NICK FURY,Where are the energy levels now?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
PHIL COULSON,Climbing. When Selvig couldn’t shut it down we ordered evac.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
NICK FURY,How long to get everyone out?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
PHIL COULSON,Campus should be clear in the next half hour.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
NICK FURY,Do better.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MARIA HILL,"Sir, evacuation may be futile. ",FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
NICK FURY,We should tell them to go back to sleep?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MARIA HILL,If we can’t control the Tesseract’s energy there may not be a minimum safe distance.,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
NICK FURY,I need you to make sure the Phase Two prototypes are shipped out.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MARIA HILL,"Sir, is that really a priority right now? ",FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
NICK FURY,Until such time as the world ends we will act as though it intends to spin on. Clear out the tech below. Every piece of Phase Two on a truck and gone.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MARIA HILL,"Yes, Sir. With me.",FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
NICK FURY,"Talk to me, Doctor. ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
SELVIG,Director.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
NICK FURY,Is there anything we know for certain?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
SELVIG,The Tesseract is misbehaving.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
NICK FURY,Is that supposed to be funny?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
SELVIG,"No, it’s not funny at all. The Tesseract is not only active, she’s misbehaving. ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
NICK FURY,How soon can you pull the plug?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
SELVIG,"She’s an energy source. We turn off the power, she turns it back on. If she reaches peak level- ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
NICK FURY,"We prepared for this, Doctor. Harnessing energy from space. ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
SELVIG,"We don’t have the harness. My calculations are far from complete. She’s throwing off interference, radiation. Nothing harmful, low levels of Gamma radiation. ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
NICK FURY,That can be harmful. Where’s agent Barton?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
SELVIG,"The hawk? Up in his nest, as usual.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
NICK FURY,Agent Barton. Report.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
NICK FURY,I gave you this detail so you could keep a close eye on things.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
CLINT BARTON,I see better from a distance.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
NICK FURY,Have you seen anything that might set this thing off?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
NASA SCIENTIST,Doctor! It’s spiking again.,FEMALE,happy,sad,disgusted,angry,fearful,neutral,surprised
CLINT BARTON,"No one’s come and gone. And Selvig’s clean. No contacts, no IM. If there’s any tampering, sir, it wasn’t this end.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
NICK FURY,At this end?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
CLINT BARTON,"Yeah. The Cube is a doorway to the other end of space, right? Doors open from both sides.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
SELVIG,What’s that?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
NICK FURY,"Sir, please put down the spear!",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
LOKI,You have heart.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
LOKI,Please don’t. I still need that.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
NICK FURY,This doesn’t have to get any messier.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
LOKI,"Of course it does. I’ve come too far for anything else. I am Loki, of Asgard. And I am burdened with glorious purpose.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
SELVIG,"Loki, brother of Thor? ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
NICK FURY,We have no quarrel with your people.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
LOKI,An ant has no quarrel with a boot.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
NICK FURY,You planning to step on us?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
LOKI,"I come with glad tidings, of a world made free. ",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
NICK FURY,Free from what?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
LOKI,"Freedom. Freedom is life’s great lie. Once you accept that, in your heart you will know peace.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
