character,line,gender,happy,sad,disgusted,angry,fearful,neutral,surprised
ODIN,"Long before the birth of light there was darkness, and from that darkness, came the Dark Elves. Millennia ago, the most ruthless of their kind, Malekith, sought to transform our universe back into one of eternal night.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
ODIN,"Such evil was possible through the power of the Aether, an ancient force of infinite destruction.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
ODIN,"The noble armies of Asgard, led by my father, King Bor, waged a mighty war against these creatures.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
KURSE,Malekith! Asgard's forces are upon us.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MALEKITH,Send the Kursed.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
ODIN,"As the Nine Worlds converged above him, Malekith could at last unleash the Aether...",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
ODIN,"But Asgard ripped the weapon from his grasp. Without it, the Dark Elves fell. With the battle all but lost, Malekith sacrificed his own people in a desperate attempt to lay waste to Asgard's army.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
MALEKITH,Their deaths will mean our survival. This war is far from over.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
ODIN,"Malekith was vanquished, and the Aether was no more. Or so we were led to believe.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
ASGARDIAN EINHERJAR,"Sire, the Aether. Shall we destroy it?",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
BOR,If only we could. But its power is too great. Bury it deep. Somewhere no one will ever find it.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
FRIGGA,Loki.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
LOKI,"Hello, mother. Have I made you proud?",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
FRIGGA,"Please, don't make this worse.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
LOKI,Define worse.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
ODIN,Enough! I will speak to the prisoner alone.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
LOKI,I really don't see what all the fuss is about.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
ODIN,"Do you not truly feel the gravity of your crimes? Wherever you go there is war, ruin and death.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
LOKI,I went down to Midgard to rule the people of Earth as a benevolent god. Just like you.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
ODIN,"We are not gods. We are born, we live, we die. Just as humans do.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
LOKI,Give or take 5000 years.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
ODIN,All this because Loki desires a throne.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
LOKI,It is my birthright.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
ODIN,Your birthright was to die as a child. Cast out onto a frozen rock. If I had not taken you in you would not be here now to hate me.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
LOKI,"If I am for the axe, then for mercy's sake, just swing it. It's not that I don't love our little talks, it's just ... I don't love them.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
ODIN,Frigga is the only reason you are still alive and you will never see her again. You will spend the rest of your days in the dungeons.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
