character,line,gender,happy,sad,disgusted,angry,fearful,neutral,surprised
SEARCH TEAM LEADER,Are you the guys from Washington?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
SHIELD TECH,You get many other visitors out here?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
SHIELD LIEUTENANT,How long have you been on site?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
SEARCH TEAM LEADER,Since this morning. A Russian oil team called it in about 18 hours ago.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
SHIELD LIEUTENANT,How come nobody spotted it before?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
SEARCH TEAM LEADER,It’s really not that surprising. This landscape’s changing all the time. You got any ideas what this thing is exactly?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
SHIELD LIEUTENANT,I don’t know. It’s probably a weather balloon.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
SEARCH TEAM LEADER,I don’t think so. You know we don’t have the equipment for a job like this.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
SHIELD TECH,How long before we can start craning it out?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
SEARCH TEAM LEADER,I don’t think you quite understand. You guys are gonna need one hell of a crane!,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
SHIELD LIEUTENANT,"Base, we’re in.  What is this?  Careful.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
SHIELD TECH,Lieutenant! What is it?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
SHIELD LIEUTENANT,"My God!  Base, give me a line to the Colonel.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
VOICE FROM EARPIECE,"It’s 3 a.m., sir.",NEUTRAL,happy,sad,disgusted,angry,fearful,neutral,surprised
SHIELD LIEUTENANT,I don’t care what time it is. This one’s waited long enough.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
JAN,They have come for it!,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TOWER KEEPER,They have before.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
JAN,Not like this.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TOWER KEEPER,Let them come. They will never find it.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HYDRA LIEUTENANT,"Open it! Quickly, before he…",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
RED SKULL,It has taken me a long time to find this place.  You should be commended.  Help him up.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
RED SKULL,I think that you are man of great vision. And in this way we are much alike.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TOWER KEEPER,I am nothing like you.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
RED SKULL,"No, of course. But what others see as superstition, you and I know to be a science.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TOWER KEEPER,What you seek is just a legend.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
RED SKULL,"Then why make such an effort to conceal it?  The Tesseract was the jewel of Odin’s treasure room.  It’s not something one buries. But I think it is close, yes?",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TOWER KEEPER,I cannot help you.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
RED SKULL,No. But maybe you can help your village. You must have some friends out there. Some… some little grandchildren perhaps. I have no need for them to die.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
RED SKULL,"Yggdrasil. Tree of the world. Guardian of wisdom and fate, also.  And the Führer digs for trinkets in the desert. You have never seen this, have you?",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TOWER KEEPER,It’s not for the eyes of ordinary men.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
RED SKULL,Exactly.  Gove the order to open fire.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
HYDRA LIEUTENANT,Jawohl!,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
TOWER KEEPER,Fool! You cannot control the power you hold. You will burn!,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
RED SKULL,I already have.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
4F DOCTOR,"O’Connel, Michael. Kaminsky, Henry.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
STEVE ROGERS,"Boy, a lot of guys getting killed over there.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
4F DOCTOR,"Rogers, Steven.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
ENLISTMENT GUY,"It kind of makes you think twice about enlisting, huh?",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
STEVE ROGERS,Nope.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
4F DOCTOR,Rogers. What did your father die of?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
STEVE ROGERS,Mustard gas. He was in the hundred and seventh infantry. I was hoping I could be assigned…,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
4F DOCTOR,Your mother?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
STEVE ROGERS,"She was a nurse in a TB ward. Got hit, couldn’t shake it.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
4F DOCTOR,"Sorry, son.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
STEVE ROGERS,"Look, just give me a chance.",MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
4F DOCTOR,You’d be ineligible on your asthma alone.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
STEVE ROGERS,Is there anything you can do?,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
4F DOCTOR,I’m doing it. I’m saving your life.,MALE,happy,sad,disgusted,angry,fearful,neutral,surprised
