character,line,gender
TONY STARK,"We create our own demons. Who said that? What does that even mean? Doesn't matter, I said it cause he said it. So now he was famous and that's basically get said by two well known guys. I don't, uh...",MALE
TONY STARK,I'm gonna start again. Let's track this from the beginning.,MALE
HAPPY HOGAN,Half hour till the ball drops.,MALE
TONY STARK,"Hey, do you want...?",MALE
PARTY GUEST,"Tony Stark? Great speech, man!",NEUTRAL
HAPPY HOGAN,"I got you, pal.",MALE
TONY STARK,I gave a speech? How was it?,MALE
HAPPY HOGAN,Pitiful,MALE
MAYA HANSEN,Unintelligible.,FEMALE
TONY STARK,Really?,MALE
MAYA HANSEN,Mmm-hmm.,FEMALE
TONY STARK,"It's my favorite kind, a winning combo.",MALE
MAYA HANSEN,Where are we going?,FEMALE
TONY STARK,"Uh, to town on each other, probably back in your room. Cause I also wanna see your research.",MALE
MAYA HANSEN,"Okay, you can see my research, but that's...I'm not gonna show you my ""town.""",FEMALE
HO YINSEN,Mr. Stark,MALE
TONY STARK,"Oh, I finally met a man called ""Ho.""",MALE
HO YINSEN,"I would like to introduce you to our guest, Dr. Wu.",MALE
TONY STARK,"Oh, this guy.",MALE
HO YINSEN,Mr. Stark.,MALE
TONY STARK,Hey.  You're a heart doctor. She's going to need a cardiologist after I...,MALE
MAYA HANSEN,Bye.,FEMALE
HO YINSEN,Perhaps another time.,MALE
TONY STARK,"It started in Bern, Switzerland, 1999.",MALE
ALDRICH KILLIAN,Mr. Stark!,MALE
TONY STARK,I never thought they'd come back to bite me. Why would they?,MALE
ALDRICH KILLIAN,"Oh, wow! Hey, Tony! Aldrich Killian. I'm a big fan of your work!",MALE
MAYA HANSEN,My work?,FEMALE
TONY STARK,Who isn't? He means me.,MALE
ALDRICH KILLIAN,"Well, of course. But, Miss Hansen, my organization has been tracking your research since year two of MIT.",MALE
HAPPY HOGAN,"Yeah, we're full.",MALE
TONY STARK,"Oh, wow. He made it. He made the cut.",MALE
HAPPY HOGAN,"What floor are you going to, pal?",MALE
ALDRICH KILLIAN,"Oh, now, that is an appropriate question. The ground floor, actually. I've got a proposal I'm putting together with myself. It's a privately funded think tank called, Advanced Idea Mechanics.",MALE
TONY STARK,Uh... she'll take both.,MALE
MAYA HANSEN,Okay.,FEMALE
TONY STARK,One to throw away and one to not call.,MALE
ALDRICH KILLIAN,"Advanced Idea Mechanics, or AIM for short. Do you get it?",MALE
TONY STARK,"I see that, cause it's on your t-shirt.",MALE
ALDRICH KILLIAN,Aw!,MALE
TONY STARK,"Ladies, follow the mullet. Ladies first.",MALE
MAYA HANSEN,"Thank you, I'll call you.",FEMALE
TONY STARK,I'm titillated by the notion of working with you.,MALE
ALDRICH KILLIAN,Yeah?,MALE
TONY STARK,"Yeah, cheese clown. I'll see you up on the roof in five minutes.  I'm just going to try to get my beef wet real quick. You know what I'm talkin' about?",MALE
ALDRICH KILLIAN,I'll see you up there.,MALE
TONY STARK,Damn betcha.,MALE
TONY STARK,Come on! I thought that was just a theory.,MALE
MAYA HANSEN,"Well, it was. If I'm right, we can access the area of the brain that governs repair...",FEMALE
TONY STARK,Wow.,MALE
MAYA HANSEN,...And chemically recode it.,FEMALE
TONY STARK,That's incredible. Essentially you're hacking into the genetic...,MALE
BOTH,...Genetic operating system...,NEUTRAL
TONY STARK,...of a...,MALE
MAYA HANSEN,Exactly.,FEMALE
TONY STARK,...living organism.,MALE
MAYA HANSEN,Yes.,FEMALE
TONY STARK,Wow.,MALE
MAYA HANSEN,Is that... Can you...,FEMALE
HAPPY HOGAN,What?,MALE
MAYA HANSEN,Can you not touch my plant. It's not...she doesn't like it. She prefers...,FEMALE
TONY STARK,She's not like the others. Come on. Let's go in the bedroom. Happy...,MALE
MAYA HANSEN,"That's cute, but...",FEMALE
